,Unnamed: 0,unique_ID,Comp,GA90,Save_percent,CS_percent,_per_90_Expected,Cmp_percent_Launched,Stp_percent_Crosses,#OPA_per_90_Sweeper,calculated_war
633,633,Mike Maignan_2023_Milan,Serie A,0.96,69.4,36.4,-0.03,39.4,6.8,1.46,1.1075520177472622
634,634,Ciprian Tatarusanu_2023_Milan,Serie A,1.37,67.2,25.0,-0.26,48.2,4.6,0.81,-0.4798364296410217
635,635,Alexander Nubel_2023_Monaco,Ligue 1,1.53,72.8,23.7,-0.14,42.5,7.9,0.87,-0.009574259930567612
636,636,Benjamin Lecomte_2023_Montpellier,Ligue 1,1.16,79.2,42.1,0.4,36.0,5.5,0.68,2.7373244508895755
637,637,Jonas Omlin_2023_Montpellier,Ligue 1,2.01,68.5,14.3,0.0,32.9,6.7,0.93,-1.1175760245403594
638,638,Michele Di Gregorio_2023_Monza,Serie A,1.32,72.5,27.0,0.02,34.9,2.6,0.86,0.4788310338695077
639,639,Alban Lafont_2023_Nantes,Ligue 1,1.46,74.9,29.7,0.13,36.6,8.5,1.05,1.0360062121898255
640,640,Alex Meret_2023_Napoli,Serie A,0.71,74.7,47.1,0.03,38.6,3.3,1.15,2.252897799899791
641,641,Nick Pope_2023_Newcastle Utd,Premier League,0.88,74.6,37.8,0.01,32.6,8.3,2.04,1.718334180792303
642,642,Kasper Schmeichel_2023_Nice,Ligue 1,0.97,77.3,30.6,0.02,43.8,5.3,0.64,1.5985414620325136
643,643,Dean Henderson_2023_Nott'ham Forest,Premier League,1.72,65.9,33.3,-0.23,32.3,6.9,1.5,-0.7762145198771403
644,644,Keylor Navas_2023_Nott'ham Forest,Premier League,1.88,66.3,5.9,-0.16,33.1,4.7,0.53,-1.8973261420312393
645,645,Aitor Fernandez_2023_Osasuna,La Liga,0.9,75.3,38.1,-0.01,43.6,4.4,1.76,1.7822509383603902
646,646,Sergio Herrera_2023_Osasuna,La Liga,1.35,69.0,17.6,-0.04,43.0,7.4,1.18,-0.06647122523279528
647,647,Gianluigi Donnarumma_2023_Paris S-G,Ligue 1,1.06,76.3,34.2,0.11,36.5,7.6,0.71,1.7021626257903466
648,648,Janis Blaswich_2023_RB Leipzig,Bundesliga,1.12,69.3,26.9,-0.08,31.2,6.9,1.5,0.30578126779275056
649,649,Peter Gulacsi_2023_RB Leipzig,Bundesliga,1.67,65.4,33.3,0.19,29.7,4.9,1.67,0.16635310165762068
650,650,Stole Dimitrievski_2023_Rayo Vallecano,La Liga,1.33,67.6,24.3,-0.02,28.3,4.8,1.41,-0.1334502093537419
651,651,Thibaut Courtois_2023_Real Madrid,La Liga,0.94,78.8,32.3,0.02,38.8,8.7,1.29,1.8535557344206086
652,652,Andriy Lunin_2023_Real Madrid,La Liga,1.0,61.1,42.9,-0.21,51.9,1.9,1.57,0.32272196179573276
653,653,Alex Remiro_2023_Real Sociedad,La Liga,0.92,74.4,39.5,0.0,42.7,4.0,1.24,1.70860759071161
654,654,Yehvann Diouf_2023_Reims,Ligue 1,1.0,78.1,45.2,0.22,44.2,9.3,1.13,2.7778072476156743
655,655,Patrick Pentz_2023_Reims,Ligue 1,2.0,58.6,0.0,-0.16,30.9,7.8,0.57,-2.8254150366950554
656,656,Dogan Alemdar_2023_Rennes,Ligue 1,1.77,56.3,25.0,-0.32,34.3,6.7,1.11,-2.1080884999137885
657,657,Steve Mandanda_2023_Rennes,Ligue 1,0.93,73.6,35.3,0.07,38.8,9.2,1.52,1.716931799038871
658,658,Rui Patricio_2023_Roma,Serie A,1.0,69.4,37.1,-0.18,41.2,4.0,0.71,0.6474287298494928
659,659,Guillermo Ochoa_2023_Salernitana,Serie A,1.65,71.4,20.0,0.09,31.4,3.5,0.5,-0.15627377450607263
660,660,Luigi Sepe_2023_Salernitana,Serie A,1.59,73.6,17.6,0.2,27.7,7.2,0.76,0.3003368565971149
661,661,Emil Audero_2023_Sampdoria,Serie A,1.56,71.9,16.0,-0.19,36.1,6.7,0.92,-0.6509425159134024
662,662,Nicola Ravaglia_2023_Sampdoria,Serie A,2.56,67.2,0.0,-0.57,33.8,6.5,0.11,-3.8110010280619484
663,663,Andrea Consigli_2023_Sassuolo,Serie A,1.57,55.6,25.7,-0.41,40.4,6.0,0.8,-2.048639294369795
664,664,Ralf Fahrmann_2023_Schalke 04,Bundesliga,1.14,78.2,41.7,0.04,45.6,6.8,0.79,2.0025604611225427
665,665,Alexander Schwolow_2023_Schalke 04,Bundesliga,2.57,60.9,9.1,-0.54,40.8,2.2,1.02,-3.831506373132663
666,666,Yassine Bounou_2023_Sevilla,La Liga,1.72,63.2,16.0,-0.07,38.0,6.5,1.63,-1.1663337430822904
667,667,Marko Dmitrovic_2023_Sevilla,La Liga,0.92,76.4,38.5,0.02,31.6,5.6,0.71,1.7006674179281909
668,668,Gavin Bazunu_2023_Southampton,Premier League,1.75,54.2,12.5,-0.52,33.7,7.9,1.5,-3.151301160766379
669,669,Alex McCarthy_2023_Southampton,Premier League,2.83,46.7,0.0,-0.84,19.5,6.5,1.17,-6.539941178859617
670,670,Bartlomiej Dragowski_2023_Spezia,Serie A,1.65,69.5,17.6,-0.15,31.3,2.8,0.98,-0.953389667922103
671,671,Matz Sels_2023_Strasbourg,Ligue 1,1.55,71.8,15.8,-0.06,34.9,6.2,0.84,-0.38081530896222965
672,672,Fabian Bredlow_2023_Stuttgart,Bundesliga,1.53,69.5,6.7,-0.13,42.6,5.9,1.0,-0.918390826572783
673,673,Florian Muller_2023_Stuttgart,Bundesliga,1.79,62.1,5.3,-0.36,46.2,2.3,1.47,-2.402463910837766
674,674,Vanja Milinkovic-Savic_2023_Torino,Serie A,1.08,73.5,28.9,-0.14,30.4,7.7,1.84,0.6405994446618473
675,675,Fraser Forster_2023_Tottenham,Premier League,1.78,60.0,23.1,-0.2,29.0,2.6,1.19,-1.791236786485396
676,676,Hugo Lloris_2023_Tottenham,Premier League,1.59,67.5,28.0,-0.17,35.3,6.2,1.18,-0.5400318637743008
677,677,Maxime Dupe_2023_Toulouse,Ligue 1,1.5,70.4,23.7,0.01,37.5,5.8,0.55,0.04754261438448293
678,678,Gauthier Gallon_2023_Troyes,Ligue 1,2.19,66.1,0.0,-0.27,27.4,6.7,0.3,-2.8269163315672072
679,679,Mateusz Lis_2023_Troyes,Ligue 1,1.92,72.5,12.5,0.05,30.7,7.8,1.56,-0.6173222202059876
680,680,Marco Silvestri_2023_Udinese,Serie A,1.26,69.3,26.3,0.07,37.9,2.4,0.55,0.41768538140363565
681,681,Frederik Ronnow_2023_Union Berlin,Bundesliga,0.93,81.5,37.9,0.28,39.7,9.9,1.0,2.9289578938933967
682,682,Giorgi Mamardashvili_2023_Valencia,La Liga,1.18,70.9,18.4,0.0,33.9,7.7,1.24,0.2752293420936509
683,683,Sergio Asenjo_2023_Valladolid,La Liga,2.1,60.8,10.0,-0.42,35.8,3.0,1.7,-2.9773366206797784
684,684,Jordi Masip_2023_Valladolid,La Liga,1.51,74.5,28.6,0.17,34.2,3.8,0.5,0.8183977069836025
685,685,Pepe Reina_2023_Villarreal,La Liga,1.23,73.6,22.7,0.13,30.9,4.8,0.91,0.7618511389899013
686,686,Geronimo Rulli_2023_Villarreal,La Liga,0.71,82.1,50.0,0.18,42.0,9.3,1.5,3.510022995703507
687,687,Jiri Pavlenka_2023_Werder Bremen,Bundesliga,1.89,65.3,12.1,-0.22,39.8,4.6,1.18,-1.7516904250047014
688,688,Lukasz Fabianski_2023_West Ham,Premier League,1.39,70.1,22.2,-0.03,38.4,5.7,0.72,0.02694112572853336
689,689,Koen Casteels_2023_Wolfsburg,Bundesliga,1.41,70.1,35.3,-0.03,43.7,5.9,1.5,0.6331293796105755
690,690,Jose Sa_2023_Wolves,Premier League,1.53,67.1,30.6,-0.16,27.6,8.0,0.78,-0.4849066446668455
